tweet_id,username,timestamp,content,normalized_content,reply_count,repost_count,like_count,view_count,bookmark_count,mentions,hashtags,query_tag,synthetic,engagement_total
sample-0000569,sample_trader_41,2026-08-04T05:52:09+00:00,#NIFTY50 trading in a range; waiting for confirmation,#nifty50 trading in a range; waiting for confirmation,5,43,116,41138,10,,nifty50,nifty50,True,174
sample-0000570,sample_trader_228,2026-08-03T22:35:27+00:00,"Bank Nifty में गिरावट, sell on rise setup #banknifty","bank nifty में गिरावट, sell on rise setup #banknifty",24,46,382,76978,16,,banknifty,banknifty,True,468
sample-0000571,sample_trader_12,2026-08-04T01:46:18+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,4,30,338,33033,2,,sensex,sensex,True,374
sample-0000572,sample_trader_33,2026-08-04T04:59:16+00:00,"Bank Nifty में गिरावट, sell on rise setup #banknifty","bank nifty में गिरावट, sell on rise setup #banknifty",29,60,280,7105,0,,banknifty,banknifty,True,369
sample-0000573,sample_trader_135,2026-08-04T04:40:58+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,19,19,43,51147,9,,banknifty,banknifty,True,90
sample-0000574,sample_trader_65,2026-08-03T09:39:26+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,4,67,429,22411,0,nseindia,sensex,sensex,True,500
sample-0000575,sample_trader_240,2026-08-03T15:07:50+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,27,69,478,35755,17,,sensex,sensex,True,591
sample-0000576,sample_trader_306,2026-08-03T10:57:19+00:00,"No clear setup in #sensex yet, risk management is important","no clear setup in #sensex yet, risk management is important",14,80,383,73972,13,,sensex,sensex,True,490
sample-0000577,sample_trader_247,2026-08-03T19:49:36+00:00,SURE SHOT multibagger guaranteed double money #intraday,sure shot multibagger guaranteed double money #intraday,17,29,412,11788,14,,intraday,intraday,True,472
sample-0000578,sample_trader_156,2026-08-04T02:47:50+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,0,0,267,17915,11,,sensex,sensex,True,278
sample-0000579,sample_trader_387,2026-08-03T14:33:22+00:00,"No clear setup in #sensex yet, risk management is important","no clear setup in #sensex yet, risk management is important",15,38,4,56468,9,,sensex,sensex,True,66
sample-0000580,sample_trader_211,2026-08-04T01:36:04+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",28,71,223,51790,7,,nifty50,nifty50,True,329
sample-0000581,sample_trader_113,2026-08-03T18:41:28+00:00,Operator stock upper circuit fixed target 100% #sensex,operator stock upper circuit fixed target 100% #sensex,8,10,216,31449,16,,sensex,sensex,True,250
sample-0000582,sample_trader_333,2026-08-03T22:06:07+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,23,68,414,35285,13,,intraday,intraday,True,518
sample-0000583,sample_trader_149,2026-08-04T03:29:33+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",3,58,316,59395,8,,nifty50,nifty50,True,385
sample-0000584,sample_trader_10,2026-08-03T20:47:33+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,4,6,496,70169,0,,intraday,intraday,True,506
sample-0000585,sample_trader_65,2026-08-03T22:39:57+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,22,56,372,1125,7,,sensex,sensex,True,457
sample-0000586,sample_trader_176,2026-08-04T00:33:33+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",13,39,402,65375,11,,nifty50,nifty50,True,465
sample-0000587,sample_trader_385,2026-08-04T05:32:45+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,30,18,28,34981,12,nseindia,sensex,sensex,True,88
sample-0000588,sample_trader_129,2026-08-04T01:28:09+00:00,"No clear setup in #sensex yet, risk management is important","no clear setup in #sensex yet, risk management is important",26,48,424,1703,3,,sensex,sensex,True,501
sample-0000589,sample_trader_127,2026-08-03T16:20:21+00:00,"#intraday long setup confirmed, upside possible after consolidation","#intraday long setup confirmed, upside possible after consolidation",23,4,101,60452,3,,intraday,intraday,True,131
sample-0000590,sample_trader_349,2026-08-03T18:17:57+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",30,39,479,42394,5,,banknifty,banknifty,True,553
sample-0000591,sample_trader_247,2026-08-03T23:14:38+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,20,38,101,47291,1,,sensex,sensex,True,160
sample-0000592,sample_trader_325,2026-08-03T23:52:32+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",13,41,7,21986,8,,banknifty,banknifty,True,69
sample-0000593,sample_trader_22,2026-08-04T08:08:30+00:00,"Bank Nifty में गिरावट, sell on rise setup #banknifty","bank nifty में गिरावट, sell on rise setup #banknifty",18,60,352,78196,4,,banknifty,banknifty,True,434
sample-0000594,sample_trader_256,2026-08-04T02:43:31+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",2,79,173,7921,1,,banknifty,banknifty,True,255
sample-0000595,sample_trader_250,2026-08-04T03:53:08+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",7,40,285,45573,14,,banknifty,banknifty,True,346
sample-0000596,sample_trader_371,2026-08-03T19:25:35+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",4,32,460,5225,15,,banknifty,banknifty,True,511
sample-0000597,sample_trader_357,2026-08-03T12:42:23+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,15,24,290,24511,17,,intraday,intraday,True,346
sample-0000598,sample_trader_284,2026-08-03T10:40:10+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,5,8,271,20369,14,,banknifty,banknifty,True,298
sample-0000599,sample_trader_1,2026-08-03T15:56:03+00:00,"#NIFTY50 breakdown below support, bearish pressure increasing","#nifty50 breakdown below support, bearish pressure increasing",24,64,194,24368,0,,nifty50,nifty50,True,282
sample-0000600,sample_trader_370,2026-08-03T20:47:26+00:00,#intraday short setup; avoid aggressive buying in this volatility,#intraday short setup; avoid aggressive buying in this volatility,2,68,419,50839,6,,intraday,intraday,True,495
sample-0000601,sample_trader_145,2026-08-03T10:08:48+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,10,52,328,42258,3,,intraday,intraday,True,393
sample-0000602,sample_trader_92,2026-08-04T03:44:31+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",27,4,103,14081,15,,nifty50,nifty50,True,149
sample-0000603,sample_trader_251,2026-08-03T08:30:45+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,16,79,359,77421,8,nseindia,sensex,sensex,True,462
sample-0000604,sample_trader_107,2026-08-04T07:59:25+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,20,62,475,10530,14,,sensex,sensex,True,571
sample-0000605,sample_trader_381,2026-08-03T12:09:00+00:00,"#intraday long setup confirmed, upside possible after consolidation","#intraday long setup confirmed, upside possible after consolidation",30,53,420,48424,1,,intraday,intraday,True,504
sample-0000606,sample_trader_156,2026-08-04T05:54:15+00:00,"Bank Nifty में गिरावट, sell on rise setup #banknifty","bank nifty में गिरावट, sell on rise setup #banknifty",2,27,491,68139,3,,banknifty,banknifty,True,523
sample-0000607,sample_trader_99,2026-08-04T01:34:08+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,16,31,291,23498,17,,sensex,sensex,True,355
sample-0000608,sample_trader_296,2026-08-03T09:12:55+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,11,58,359,56027,3,,sensex,sensex,True,431
sample-0000609,sample_trader_173,2026-08-03T14:05:29+00:00,"#intraday long setup confirmed, upside possible after consolidation","#intraday long setup confirmed, upside possible after consolidation",21,20,273,78682,14,,intraday,intraday,True,328
sample-0000610,sample_trader_212,2026-08-03T18:55:58+00:00,"#NIFTY50 breakdown below support, bearish pressure increasing","#nifty50 breakdown below support, bearish pressure increasing",24,55,422,42445,19,,nifty50,nifty50,True,520
sample-0000611,sample_trader_393,2026-08-03T18:48:40+00:00,"No clear setup in #sensex yet, risk management is important","no clear setup in #sensex yet, risk management is important",17,32,184,59347,14,,sensex,sensex,True,247
sample-0000612,sample_trader_306,2026-08-03T22:06:33+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",0,66,69,39612,0,,nifty50,nifty50,True,135
sample-0000613,sample_trader_12,2026-08-03T21:00:05+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,24,35,470,72619,16,,sensex,sensex,True,545
sample-0000614,sample_trader_20,2026-08-04T05:02:02+00:00,#NIFTY50 trading in a range; waiting for confirmation,#nifty50 trading in a range; waiting for confirmation,14,45,79,18191,8,,nifty50,nifty50,True,146
sample-0000615,sample_trader_132,2026-08-03T23:59:01+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,25,38,47,74824,12,,banknifty,banknifty,True,122
sample-0000616,sample_trader_406,2026-08-03T20:38:42+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",15,22,249,75577,3,,banknifty,banknifty,True,289
sample-0000617,sample_trader_196,2026-08-03T11:29:06+00:00,#intraday short setup; avoid aggressive buying in this volatility,#intraday short setup; avoid aggressive buying in this volatility,2,7,471,43879,11,,intraday,intraday,True,491
sample-0000618,sample_trader_395,2026-08-04T04:04:41+00:00,#intraday short setup; avoid aggressive buying in this volatility,#intraday short setup; avoid aggressive buying in this volatility,7,77,475,1548,20,,intraday,intraday,True,579
sample-0000619,sample_trader_269,2026-08-03T21:22:12+00:00,"#NIFTY50 breakdown below support, bearish pressure increasing","#nifty50 breakdown below support, bearish pressure increasing",1,40,276,74094,4,,nifty50,nifty50,True,321
sample-0000620,sample_trader_345,2026-08-04T06:37:39+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,23,50,497,58457,19,,sensex,sensex,True,589
sample-0000621,sample_trader_149,2026-08-03T16:44:26+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",25,50,75,17376,10,,banknifty,banknifty,True,160
sample-0000622,sample_trader_205,2026-08-03T12:30:33+00:00,#NIFTY50 trading in a range; waiting for confirmation,#nifty50 trading in a range; waiting for confirmation,8,10,204,65824,13,,nifty50,nifty50,True,235
sample-0000623,sample_trader_287,2026-08-03T14:57:25+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",6,62,202,74935,6,,nifty50,nifty50,True,276
sample-0000624,sample_trader_37,2026-08-03T23:38:40+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,8,55,165,75549,2,,banknifty,banknifty,True,230
sample-0000625,sample_trader_179,2026-08-03T19:10:04+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,6,41,176,77890,20,nseindia,sensex,sensex,True,243
sample-0000626,sample_trader_316,2026-08-03T19:44:02+00:00,#intraday short setup; avoid aggressive buying in this volatility,#intraday short setup; avoid aggressive buying in this volatility,26,56,319,19162,14,nseindia,intraday,intraday,True,415
sample-0000627,sample_trader_80,2026-08-03T18:51:23+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,24,10,57,7198,7,,sensex,sensex,True,98
sample-0000628,sample_trader_176,2026-08-04T07:58:00+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",22,14,156,59040,15,nseindia,banknifty,banknifty,True,207
sample-0000629,sample_trader_280,2026-08-04T01:02:48+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",16,33,280,63361,19,,banknifty,banknifty,True,348
sample-0000630,sample_trader_299,2026-08-03T18:45:18+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",28,67,22,33533,5,nseindia,banknifty,banknifty,True,122
sample-0000631,sample_trader_239,2026-08-04T06:32:03+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",20,1,34,50990,8,,nifty50,nifty50,True,63
sample-0000632,sample_trader_150,2026-08-04T07:46:20+00:00,#intraday short setup; avoid aggressive buying in this volatility,#intraday short setup; avoid aggressive buying in this volatility,27,49,118,49949,16,,intraday,intraday,True,210
sample-0000633,sample_trader_306,2026-08-03T14:49:15+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,17,11,95,26116,16,,sensex,sensex,True,139
sample-0000634,sample_trader_127,2026-08-04T07:01:10+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,29,67,156,43771,15,,intraday,intraday,True,267
sample-0000635,sample_trader_351,2026-08-03T19:50:27+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,11,45,320,39676,7,,sensex,sensex,True,383
sample-0000636,sample_trader_321,2026-08-04T06:12:33+00:00,#NIFTY50 trading in a range; waiting for confirmation,#nifty50 trading in a range; waiting for confirmation,8,49,455,3912,17,,nifty50,nifty50,True,529
sample-0000637,sample_trader_202,2026-08-03T20:01:22+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,21,17,44,50146,16,,sensex,sensex,True,98
sample-0000638,sample_trader_124,2026-08-03T17:16:20+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,18,19,218,40994,19,,intraday,intraday,True,274
sample-0000639,sample_trader_335,2026-08-04T00:56:20+00:00,"No clear setup in #sensex yet, risk management is important","no clear setup in #sensex yet, risk management is important",4,74,277,26567,4,,sensex,sensex,True,359
sample-0000640,sample_trader_395,2026-08-03T16:48:31+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,4,72,469,20765,10,nseindia,banknifty,banknifty,True,555
sample-0000641,sample_trader_163,2026-08-04T01:45:46+00:00,"No clear setup in #sensex yet, risk management is important","no clear setup in #sensex yet, risk management is important",26,18,372,3914,10,,sensex,sensex,True,426
sample-0000642,sample_trader_227,2026-08-03T21:25:20+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,23,35,77,24682,3,,sensex,sensex,True,138
sample-0000643,sample_trader_291,2026-08-03T10:25:03+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",19,29,305,30482,7,,banknifty,banknifty,True,360
sample-0000644,sample_trader_69,2026-08-03T15:06:51+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,16,77,240,49065,5,,sensex,sensex,True,338
sample-0000645,sample_trader_84,2026-08-04T03:27:36+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,6,28,16,53604,0,,intraday,intraday,True,50
sample-0000646,sample_trader_388,2026-08-04T01:04:55+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,6,8,90,57627,19,,sensex,sensex,True,123
sample-0000647,sample_trader_219,2026-08-03T23:28:54+00:00,"#NIFTY50 breakdown below support, bearish pressure increasing","#nifty50 breakdown below support, bearish pressure increasing",12,5,311,49906,10,,nifty50,nifty50,True,338
sample-0000648,sample_trader_56,2026-08-03T13:30:38+00:00,#NIFTY50 trading in a range; waiting for confirmation,#nifty50 trading in a range; waiting for confirmation,14,58,423,5609,7,,nifty50,nifty50,True,502
sample-0000649,sample_trader_199,2026-08-03T12:09:42+00:00,"Bank Nifty में गिरावट, sell on rise setup #banknifty","bank nifty में गिरावट, sell on rise setup #banknifty",16,80,492,6511,6,,banknifty,banknifty,True,594
sample-0000650,sample_trader_237,2026-08-03T22:03:25+00:00,"Bank Nifty में गिरावट, sell on rise setup #banknifty","bank nifty में गिरावट, sell on rise setup #banknifty",5,54,150,7199,16,,banknifty,banknifty,True,225
sample-0000651,sample_trader_370,2026-08-04T05:10:26+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,16,14,92,76785,17,,banknifty,banknifty,True,139
sample-0000652,sample_trader_13,2026-08-03T16:03:02+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,5,58,302,26517,14,,sensex,sensex,True,379
sample-0000653,sample_trader_47,2026-08-04T03:58:07+00:00,"#NIFTY50 breakdown below support, bearish pressure increasing","#nifty50 breakdown below support, bearish pressure increasing",3,57,324,47621,2,,nifty50,nifty50,True,386
sample-0000654,sample_trader_282,2026-08-03T18:40:46+00:00,"#NIFTY50 breakdown below support, bearish pressure increasing","#nifty50 breakdown below support, bearish pressure increasing",12,5,393,22448,10,,nifty50,nifty50,True,420
sample-0000655,sample_trader_92,2026-08-04T03:12:07+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",24,6,214,40428,9,,banknifty,banknifty,True,253
sample-0000656,sample_trader_93,2026-08-03T09:39:30+00:00,#NIFTY50 trading in a range; waiting for confirmation,#nifty50 trading in a range; waiting for confirmation,3,16,491,26638,0,,nifty50,nifty50,True,510
sample-0000657,sample_trader_255,2026-08-03T15:46:05+00:00,"#NIFTY50 breakdown below support, bearish pressure increasing","#nifty50 breakdown below support, bearish pressure increasing",27,63,278,803,19,,nifty50,nifty50,True,387
sample-0000658,sample_trader_338,2026-08-03T11:01:37+00:00,"#intraday long setup confirmed, upside possible after consolidation","#intraday long setup confirmed, upside possible after consolidation",15,58,209,57967,2,,intraday,intraday,True,284
sample-0000659,sample_trader_143,2026-08-03T12:32:19+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",19,80,285,27265,1,,nifty50,nifty50,True,385
sample-0000660,sample_trader_75,2026-08-04T07:07:47+00:00,"#intraday long setup confirmed, upside possible after consolidation","#intraday long setup confirmed, upside possible after consolidation",27,4,341,75821,19,,intraday,intraday,True,391
sample-0000661,sample_trader_214,2026-08-04T04:30:08+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",5,20,344,37324,19,,banknifty,banknifty,True,388
sample-0000662,sample_trader_384,2026-08-03T15:53:18+00:00,"No clear setup in #sensex yet, risk management is important","no clear setup in #sensex yet, risk management is important",18,46,476,4747,2,,sensex,sensex,True,542
sample-0000663,sample_trader_420,2026-08-03T18:40:12+00:00,"#NIFTY50 breakdown below support, bearish pressure increasing","#nifty50 breakdown below support, bearish pressure increasing",2,54,431,72201,2,,nifty50,nifty50,True,489
sample-0000664,sample_trader_169,2026-08-03T22:28:32+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",16,52,268,27554,6,,nifty50,nifty50,True,342
sample-0000665,sample_trader_371,2026-08-03T14:51:26+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,22,77,478,37692,13,,sensex,sensex,True,590
sample-0000666,sample_trader_295,2026-08-03T13:20:16+00:00,"#NIFTY50 breakdown below support, bearish pressure increasing","#nifty50 breakdown below support, bearish pressure increasing",19,45,474,17051,19,,nifty50,nifty50,True,557
sample-0000667,sample_trader_414,2026-08-03T14:32:07+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,5,78,119,38124,6,nseindia,banknifty,banknifty,True,208
sample-0000668,sample_trader_408,2026-08-03T09:41:40+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",3,26,409,54396,13,nseindia,banknifty,banknifty,True,451
sample-0000669,sample_trader_328,2026-08-04T08:03:20+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,6,36,130,8941,9,,sensex,sensex,True,181
sample-0000670,sample_trader_59,2026-08-04T08:14:37+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,21,42,174,51960,18,,intraday,intraday,True,255
sample-0000671,sample_trader_170,2026-08-04T01:24:10+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",26,43,472,62847,15,,banknifty,banknifty,True,556
sample-0000672,sample_trader_80,2026-08-03T14:56:10+00:00,Operator stock upper circuit fixed target 100% #sensex,operator stock upper circuit fixed target 100% #sensex,20,58,456,70431,10,,sensex,sensex,True,544
sample-0000673,sample_trader_154,2026-08-03T13:29:42+00:00,Weak breadth and downside risk in #sensex today,weak breadth and downside risk in #sensex today,18,40,284,70289,0,,sensex,sensex,True,342
sample-0000674,sample_trader_77,2026-08-04T06:03:22+00:00,"Bank Nifty में गिरावट, sell on rise setup #banknifty","bank nifty में गिरावट, sell on rise setup #banknifty",8,3,173,49233,20,,banknifty,banknifty,True,204
sample-0000675,sample_trader_305,2026-08-04T01:38:40+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,3,39,361,41272,1,,sensex,sensex,True,404
sample-0000676,sample_trader_191,2026-08-03T23:48:52+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",14,38,110,68875,9,,banknifty,banknifty,True,171
sample-0000677,sample_trader_48,2026-08-04T01:06:31+00:00,#intraday short setup; avoid aggressive buying in this volatility,#intraday short setup; avoid aggressive buying in this volatility,14,64,12,63313,16,,intraday,intraday,True,106
sample-0000678,sample_trader_159,2026-08-03T13:24:08+00:00,"Bank Nifty में गिरावट, sell on rise setup #banknifty","bank nifty में गिरावट, sell on rise setup #banknifty",24,41,73,12928,16,,banknifty,banknifty,True,154
sample-0000679,sample_trader_236,2026-08-04T07:08:09+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",12,66,59,588,9,,nifty50,nifty50,True,146
sample-0000680,sample_trader_240,2026-08-03T20:19:56+00:00,"No clear setup in #sensex yet, risk management is important","no clear setup in #sensex yet, risk management is important",28,5,52,68283,9,nseindia,sensex,sensex,True,94
sample-0000681,sample_trader_103,2026-08-03T20:47:02+00:00,#intraday short setup; avoid aggressive buying in this volatility,#intraday short setup; avoid aggressive buying in this volatility,6,36,141,69816,10,,intraday,intraday,True,193
sample-0000682,sample_trader_81,2026-08-04T03:01:49+00:00,"#intraday long setup confirmed, upside possible after consolidation","#intraday long setup confirmed, upside possible after consolidation",8,14,7,73401,16,,intraday,intraday,True,45
sample-0000683,sample_trader_164,2026-08-03T12:27:54+00:00,"No clear setup in #sensex yet, risk management is important","no clear setup in #sensex yet, risk management is important",8,18,482,37178,18,,sensex,sensex,True,526
sample-0000684,sample_trader_174,2026-08-03T10:08:19+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",17,56,25,17099,0,,nifty50,nifty50,True,98
sample-0000685,sample_trader_28,2026-08-03T18:30:01+00:00,"#intraday long setup confirmed, upside possible after consolidation","#intraday long setup confirmed, upside possible after consolidation",2,54,200,23509,19,,intraday,intraday,True,275
sample-0000686,sample_trader_183,2026-08-03T10:01:39+00:00,SURE SHOT multibagger guaranteed double money #intraday,sure shot multibagger guaranteed double money #intraday,9,42,418,26021,17,nseindia,intraday,intraday,True,486
sample-0000687,sample_trader_417,2026-08-04T05:05:02+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,25,59,49,59764,9,,banknifty,banknifty,True,142
sample-0000688,sample_trader_115,2026-08-04T00:01:52+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,4,78,132,47688,12,,banknifty,banknifty,True,226
sample-0000689,sample_trader_250,2026-08-03T15:57:48+00:00,"Bank Nifty में गिरावट, sell on rise setup #banknifty","bank nifty में गिरावट, sell on rise setup #banknifty",0,8,243,14846,11,,banknifty,banknifty,True,262
sample-0000690,sample_trader_310,2026-08-03T19:46:27+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,18,16,260,13541,12,,sensex,sensex,True,306
sample-0000691,sample_trader_333,2026-08-03T12:13:05+00:00,Accumulating quality stocks on dips. Market looks strong #sensex,accumulating quality stocks on dips. market looks strong #sensex,2,38,272,60470,12,,sensex,sensex,True,324
sample-0000692,sample_trader_82,2026-08-03T12:31:00+00:00,"#intraday long setup confirmed, upside possible after consolidation","#intraday long setup confirmed, upside possible after consolidation",15,49,33,44708,6,,intraday,intraday,True,103
sample-0000693,sample_trader_291,2026-08-03T16:36:58+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,25,43,278,31003,5,,banknifty,banknifty,True,351
sample-0000694,sample_trader_304,2026-08-04T04:18:16+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",19,59,166,72806,3,,nifty50,nifty50,True,247
sample-0000695,sample_trader_36,2026-08-03T17:41:32+00:00,"#intraday long setup confirmed, upside possible after consolidation","#intraday long setup confirmed, upside possible after consolidation",19,13,350,78222,12,,intraday,intraday,True,394
sample-0000696,sample_trader_112,2026-08-04T05:10:14+00:00,Operator stock upper circuit fixed target 100% #sensex,operator stock upper circuit fixed target 100% #sensex,26,17,454,76172,20,,sensex,sensex,True,517
sample-0000697,sample_trader_273,2026-08-03T15:58:28+00:00,"Bank Nifty में तेजी, buyers are strong today #banknifty","bank nifty में तेजी, buyers are strong today #banknifty",9,49,315,75800,14,,banknifty,banknifty,True,387
sample-0000698,sample_trader_407,2026-08-03T11:42:13+00:00,"#NIFTY50 breakdown below support, bearish pressure increasing","#nifty50 breakdown below support, bearish pressure increasing",29,38,470,57030,11,,nifty50,nifty50,True,548
sample-0000699,sample_trader_262,2026-08-03T10:12:11+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,12,16,436,38609,1,,banknifty,banknifty,True,465
sample-0000700,sample_trader_361,2026-08-04T08:26:10+00:00,#intraday levels posted for educational discussion only,#intraday levels posted for educational discussion only,17,45,56,37039,0,,intraday,intraday,True,118
sample-0000701,sample_trader_163,2026-08-03T09:42:12+00:00,Watching option chain and market breadth before taking a trade #banknifty,watching option chain and market breadth before taking a trade #banknifty,22,48,207,50062,13,,banknifty,banknifty,True,290
sample-0000702,sample_trader_97,2026-08-04T03:24:12+00:00,"#intraday long setup confirmed, upside possible after consolidation","#intraday long setup confirmed, upside possible after consolidation",17,49,431,47273,13,,intraday,intraday,True,510
sample-0000703,sample_trader_37,2026-08-04T08:02:40+00:00,"#NIFTY50 breakout above support, looking bullish with target 24500","#nifty50 breakout above support, looking bullish with target 24500",20,2,73,63842,13,,nifty50,nifty50,True,108
